St1_Pelvis_X,St1_Pelvis_Y,St1_Pelvis_Z,St2_Pelvis_X,St2_Pelvis_Y,St2_Pelvis_Z,St1_Hip_X,St1_Hip_Y,St1_Hip_Z,St2_Hip_X,St2_Hip_Y,St2_Hip_Z,St1_Knee_X,St1_Knee_Y,St1_Knee_Z,St2_Knee_X,St2_Knee_Y,St2_Knee_Z,St1_Ankle_X,St1_Ankle_Y,St1_Ankle_Z,St2_Ankle_X,St2_Ankle_Y,St2_Ankle_Z
2.164061,1.338736,-12.829524,3.056814,4.645601,-6.043452,-3.848998,-0.755263,10.676308,0.187999,1.953012,11.878541,47.368896,0.498038,-25.403688,54.074497,3.277841,-31.654375,-13.400829,2.069917,16.327782,-11.927832,0.352749,12.244452
2.153301,1.381006,-12.769605,3.081495,4.654525,-5.971736,-3.649329,-0.666574,10.650579,0.37966,1.999675,11.90086,47.796482,0.638953,-25.71558,54.284519,3.400428,-31.8097,-13.56539,2.024321,16.219589,-11.813056,0.413827,12.217959
2.143243,1.423536,-12.708297,3.106524,4.663008,-5.897905,-3.449013,-0.578794,10.624858,0.570801,2.045228,11.924629,48.220718,0.783563,-26.031635,54.489101,3.524104,-31.963289,-13.720437,1.989117,16.116762,-11.719563,0.484169,12.199629
2.13384,1.466475,-12.645475,3.132023,4.671174,-5.821975,-3.248195,-0.491869,10.599493,0.760951,2.089628,11.949565,48.640556,0.931551,-26.351021,54.687397,3.648247,-32.114048,-13.865402,1.964514,16.020296,-11.646939,0.563287,12.189799
2.12505,1.509975,-12.581009,3.158105,4.679121,-5.74394,-3.047006,-0.40572,10.574807,0.949698,2.132841,11.975325,49.054966,1.082577,-26.672779,54.878681,3.772272,-32.260944,-13.999725,1.950633,15.931079,-11.594467,0.650607,12.188675
2.116835,1.554181,-12.514759,3.184867,4.686932,-5.663794,-2.845592,-0.320269,10.551104,1.136655,2.174835,12.001523,49.462875,1.236262,-26.995781,55.062347,3.895612,-32.403011,-14.122833,1.947511,15.849896,-11.561169,0.745469,12.196339
2.109166,1.59923,-12.446589,3.212382,4.69467,-5.581545,-2.644104,-0.235426,10.528651,1.32143,2.215569,12.027725,49.863216,1.392212,-27.318768,55.237846,4.017703,-32.539322,-14.234167,1.955097,15.777404,-11.545834,0.847124,12.212743
2.102021,1.645243,-12.376372,3.240707,4.70238,-5.497187,-2.442721,-0.151108,10.507696,1.503711,2.255023,12.05348,50.25491,1.549997,-27.640335,55.404785,4.138049,-32.66909,-14.333157,1.973255,15.714129,-11.547045,0.954791,12.237716
2.095383,1.692333,-12.303972,3.26988,4.710101,-5.410717,-2.241601,-0.067221,10.488449,1.683224,2.293182,12.078318,50.636967,1.709203,-27.959017,55.562912,4.256204,-32.79163,-14.419259,2.001763,15.660453,-11.563211,1.067652,12.270973
2.089246,1.740595,-12.229264,3.29991,4.717864,-5.322156,-2.040913,0.016326,10.47109,1.859704,2.330038,12.101766,51.008442,1.869413,-28.273279,55.71204,4.371756,-32.906372,-14.491958,2.040313,15.616599,-11.592594,1.184852,12.312106
2.083606,1.790106,-12.152131,3.330792,4.725694,-5.231513,-1.840824,0.099619,10.455765,2.032981,2.365611,12.123372,51.368504,2.03023,-28.581562,55.85215,4.484396,-33.012901,-14.550763,2.088527,15.582646,-11.633359,1.30557,12.36062
2.078467,1.840925,-12.072465,3.362492,4.733619,-5.138831,-1.641487,0.182744,10.442584,2.202885,2.399926,12.142712,51.716419,2.191283,-28.882313,55.983288,4.593858,-33.110924,-14.595231,2.145953,15.558522,-11.683593,1.428967,12.415911
2.073838,1.893084,-11.990178,3.394959,4.741672,-5.04415,-1.443071,0.265771,10.431625,2.369328,2.433036,12.159409,52.051567,2.352216,-29.173992,56.105625,4.699977,-33.200314,-14.624962,2.212075,15.544013,-11.741352,1.55427,12.477305
2.069729,1.946598,-11.905191,3.428122,4.749891,-4.947529,-1.245709,0.348771,10.422934,2.532275,2.465013,12.17314,52.373501,2.512731,-29.455168,56.219429,4.80267,-33.281071,-14.639626,2.286333,15.538759,-11.804705,1.680754,12.544064
2.066152,2.001458,-11.817445,3.461882,4.758327,-4.849061,-1.049523,0.431798,10.416523,2.691701,2.495939,12.183643,52.681923,2.672564,-29.724501,56.325005,4.901906,-33.353329,-14.638964,2.368122,15.542274,-11.871731,1.807735,12.615374
2.06312,2.05763,-11.726904,3.496133,4.767034,-4.748842,-0.854619,0.514895,10.412373,2.847673,2.525924,12.190731,52.976692,2.831499,-29.980776,56.42276,4.997761,-33.417377,-14.622803,2.456812,15.553953,-11.940594,1.934643,12.690404
2.060643,2.115061,-11.633556,3.530741,4.776077,-4.647006,-0.661069,0.598097,10.410438,3.000262,2.55508,12.194287,53.257851,2.989369,-30.222935,56.513111,5.090347,-33.473598,-14.591057,2.551763,15.573093,-12.009539,2.060963,12.768278
2.058733,2.173667,-11.537425,3.565567,4.785527,-4.543695,-0.468947,0.681408,10.410644,3.149611,2.583536,12.194269,53.525578,3.146034,-30.450073,56.596539,5.179852,-33.522514,-14.543747,2.652318,15.598891,-12.076939,2.186304,12.848124
2.057396,2.233348,-11.438558,3.600462,4.795462,-4.439068,-0.278276,0.764828,10.412891,3.295898,2.611425,12.190704,53.780243,3.301416,-30.661488,56.673542,5.266515,-33.564735,-14.480994,2.757845,15.630476,-12.141316,2.310375,12.929083
2.056636,2.293979,-11.33704,3.635259,4.805957,-4.333326,-0.089057,0.848331,10.417061,3.439302,2.638874,12.183685,54.022366,3.455467,-30.856665,56.744587,5.35059,-33.600967,-14.403033,2.867729,15.666922,-12.201339,2.432968,13.010314
2.056455,2.35542,-11.232988,3.6698,4.81709,-4.226665,0.098741,0.931876,10.423014,3.580053,2.666009,12.17337,54.252617,3.60818,-31.035288,56.810181,5.432379,-33.631992,-14.310196,2.981392,15.707264,-12.255863,2.553999,13.091049
2.056853,2.417505,-11.12657,3.703927,4.828935,-4.119293,0.285151,1.01539,10.430593,3.718395,2.692948,12.15997,54.471779,3.759553,-31.197214,56.870777,5.512199,-33.658684,-14.202938,3.098282,15.750506,-12.303938,2.673483,13.17059
